order_id,order_date,product_id,product_category,region,warehouse_id,stock_level,restock_lead_time,supplier_id,supplier_lead_time,demand_forecast,actual_demand,weather_impact,fuel_price,logistics_delay
ORD044292,2024-07-01,P305,Apparel,South America,WH01,436.0,11,S050,17,131,297,Rainy,0.87,8
ORD044293,2023-10-05,P175,Automobile,North America,WH12,931.0,5,S044,14,532,483,Clear,1.41,0
ORD044294,2023-09-03,P292,Groceries,Europe,WH16,920.0,3,S004,5,493,658,Rainy,1.17,9
ORD044295,2022-04-27,P022,Furniture,South America,WH01,504.0,7,S033,24,856,845,Snowy,1.09,8
ORD044296,2023-11-01,P471,Apparel,Africa,WH09,871.0,3,S025,11,120,-2,Clear,0.95,9
ORD044297,2022-04-05,P333,Electronics,North America,WH09,504.0,9,S043,21,549,437,Rainy,1.38,0
ORD044298,2022-10-26,P227,Groceries,Europe,WH18,504.0,13,S094,29,1072,1093,Snowy,1.05,4
ORD044299,2023-09-14,P172,Electronics,Europe,WH11,768.0,1,S019,7,322,397,Clear,1.01,7
ORD044300,2023-03-23,P195,Automobile,Europe,WH12,126.0,4,S010,8,379,569,Clear,1.0,0
ORD044301,2023-11-17,P189,Automobile,Asia,WH19,504.0,5,S092,27,215,195,Snowy,0.83,6
ORD044302,2023-12-28,P245,Electronics,Europe,WH01,136.0,8,S060,25,955,1043,Clear,0.96,0
ORD044303,2025-01-05,P499,Groceries,Europe,WH01,671.0,8,S046,5,539,398,Rainy,0.97,4
ORD044304,2022-04-07,P137,Automobile,North America,WH02,737.0,1,S099,22,874,671,Clear,1.41,0
ORD044305,2024-06-24,P304,Groceries,South America,WH10,828.0,13,S046,14,419,306,Clear,1.41,4
ORD044306,2023-09-04,P274,Groceries,North America,WH13,867.0,5,S088,5,186,203,Clear,1.11,0
ORD044307,2023-03-21,P090,Automobile,Africa,WH11,495.0,4,S014,7,589,637,Rainy,1.45,5
ORD044308,2024-09-12,P382,Groceries,Asia,WH07,97.0,9,S089,7,1229,1043,Clear,1.23,9
ORD044309,2025-03-11,P157,Furniture,South America,WH17,504.0,9,S097,13,759,929,Clear,1.3,1
ORD044310,2024-04-10,P432,Automobile,Africa,WH12,394.0,11,S084,16,432,330,Clear,1.06,4
ORD044311,2024-05-08,P140,Electronics,South America,WH01,716.0,3,S015,26,589,630,Clear,1.13,5
ORD044312,2024-12-22,P167,Furniture,Europe,WH10,986.0,6,S069,20,347,359,Clear,1.32,2
ORD044313,2022-04-23,P407,Electronics,Asia,WH09,48.0,4,S016,12,972,920,Clear,1.38,5
ORD044314,2025-02-09,P275,Automobile,North America,WH05,496.0,5,S042,20,1058,937,Clear,1.17,3
ORD044315,2025-02-26,P024,Apparel,Africa,WH08,344.0,9,S072,20,175,5,Clear,1.39,3
ORD044316,2024-08-15,P492,Groceries,North America,WH05,911.0,5,S094,15,576,524,Rainy,0.91,6
ORD044317,2024-03-28,P363,Furniture,Europe,WH07,728.0,13,S062,17,359,228,Clear,0.86,9
ORD044318,2023-10-01,P300,Groceries,Europe,WH12,363.0,1,S058,9,304,509,Clear,1.16,1
ORD044319,2023-01-10,P350,Furniture,South America,WH08,174.0,7,S089,28,677,696,Rainy,0.91,4
ORD044320,2024-10-31,P095,Apparel,Asia,WH17,952.0,9,S094,22,642,775,Stormy,1.49,6
ORD044321,2024-10-03,P211,Apparel,South America,WH14,549.0,7,S008,12,767,923,Snowy,1.45,6
ORD044322,2023-09-20,P469,Automobile,Asia,WH03,948.0,4,S095,14,908,855,Clear,1.0,1
ORD044323,2022-03-18,P305,Electronics,Europe,WH11,661.0,7,S069,27,1006,808,Snowy,1.18,7
ORD044324,2024-08-11,P111,Furniture,North America,WH15,456.0,12,S090,18,927,1095,Rainy,1.24,2
ORD044325,2023-04-28,P458,Electronics,North America,WH10,504.0,7,S057,20,146,-33,Rainy,1.36,0
ORD044326,2022-12-04,P004,Apparel,North America,WH16,504.0,12,S018,23,604,814,Clear,1.3,1
ORD044327,2022-03-29,P062,Groceries,Africa,WH13,504.0,9,S061,11,569,391,Clear,1.03,0
ORD044328,2022-06-10,P018,Groceries,South America,WH07,469.0,11,S027,10,432,562,Snowy,1.09,8
ORD044329,2022-06-21,P444,Automobile,Europe,WH19,587.0,2,S055,24,112,-19,Clear,1.01,7
ORD044330,2024-12-16,P109,Groceries,North America,WH10,263.0,14,S067,12,340,493,Clear,0.83,7
ORD044331,2022-10-17,P384,Groceries,Europe,WH01,42.0,10,S054,23,939,923,Snowy,1.41,6
ORD044332,2023-04-28,P126,Apparel,South America,WH06,915.0,14,S031,11,369,402,Clear,0.8,1
ORD044333,2022-09-21,P320,Furniture,Africa,WH02,35.0,1,S012,6,508,440,Clear,1.05,3
ORD044334,2023-11-21,P101,Automobile,Europe,WH13,826.0,2,S026,9,237,210,Snowy,1.1,8
ORD044335,2025-01-28,P404,Electronics,Europe,WH03,42.0,6,S009,23,1003,862,Clear,0.91,0
ORD044336,2023-10-30,P180,Electronics,Asia,WH11,504.0,5,S026,29,308,460,Clear,1.48,6
ORD044337,2022-10-30,P292,Apparel,South America,WH11,18.0,8,S085,15,171,242,Clear,0.92,9
ORD044338,2024-05-22,P190,Electronics,Africa,WH04,504.0,13,S071,6,268,177,Clear,1.05,5
ORD044339,2023-08-26,P304,Groceries,Africa,WH18,530.0,9,S043,22,267,321,Snowy,1.46,9
ORD044340,2022-05-24,P352,Groceries,Africa,WH08,716.0,14,S079,22,682,600,Snowy,1.36,3
ORD044341,2022-07-09,P245,Groceries,Europe,WH05,697.0,5,S024,5,690,652,Clear,0.98,8
ORD044342,2022-06-22,P057,Groceries,Africa,WH05,776.0,2,S006,19,454,424,Clear,0.94,2
ORD044343,2023-11-04,P057,Apparel,Africa,WH01,614.0,8,S078,15,208,351,Clear,1.45,1
ORD044344,2024-07-21,P244,Groceries,South America,WH03,504.0,9,S058,17,101,244,Stormy,1.44,7
ORD044345,2023-01-03,P347,Groceries,Asia,WH19,832.0,9,S090,29,999,1091,Rainy,1.19,6
ORD044346,2024-12-13,P425,Automobile,South America,WH17,750.0,14,S095,27,437,468,Snowy,0.88,8
ORD044347,2023-12-08,P472,Apparel,South America,WH06,236.0,13,S046,18,366,498,Clear,1.14,3
ORD044348,2022-05-10,P221,Electronics,South America,WH18,928.0,13,S051,17,292,151,Clear,1.47,8
ORD044349,2025-01-14,P309,Furniture,Africa,WH04,361.0,2,S009,20,196,195,Rainy,1.29,2
ORD044350,2022-09-23,P088,Automobile,North America,WH07,981.0,11,S019,10,152,18,Clear,0.83,1
ORD044351,2024-12-02,P062,Groceries,Europe,WH14,428.0,7,S034,20,928,918,Clear,0.97,3
ORD044352,2025-01-24,P413,Furniture,South America,WH06,593.0,1,S057,13,233,443,Rainy,1.03,2
ORD044353,2022-04-13,P039,Electronics,North America,WH18,19.0,12,S012,12,828,881,Clear,1.14,0
ORD044354,2023-01-18,P082,Electronics,North America,WH12,923.0,14,S016,22,333,378,Clear,1.42,1
ORD044355,2023-10-07,P010,Electronics,North America,WH03,313.0,5,S079,7,949,963,Clear,1.21,0
ORD044356,2022-05-19,P495,Electronics,North America,WH09,326.0,10,S081,14,1162,1098,Rainy,1.46,6
ORD044357,2022-08-27,P445,Apparel,Europe,WH03,930.0,6,S060,6,863,1069,Snowy,1.47,8
ORD044358,2023-09-29,P056,Apparel,Africa,WH11,966.0,10,S094,22,696,829,Clear,0.81,0
ORD044359,2022-09-10,P265,Furniture,Africa,WH15,504.0,4,S016,17,454,590,Clear,0.92,9
ORD044360,2023-09-09,P178,Automobile,Asia,WH03,975.0,10,S077,16,1248,1250,Clear,1.25,8
ORD044361,2024-03-09,P459,Automobile,North America,WH02,53.0,12,S016,9,1005,1105,Rainy,1.25,2
ORD044362,2024-04-29,P268,Electronics,North America,WH09,855.0,8,S056,15,283,137,Rainy,1.19,6
ORD044363,2025-01-18,P386,Furniture,Africa,WH03,470.0,4,S079,18,383,562,Clear,1.22,5
ORD044364,2022-07-18,P474,Apparel,Africa,WH14,78.0,11,S012,15,273,313,Clear,0.92,1
ORD044365,2022-06-04,P073,Groceries,South America,WH09,295.0,9,S069,19,806,851,Clear,1.42,3
ORD044366,2025-02-10,P017,Furniture,South America,WH17,598.0,2,S022,8,405,509,Rainy,0.96,6
ORD044367,2024-11-09,P035,Automobile,Africa,WH18,384.0,14,S006,27,250,392,Clear,1.12,1
ORD044368,2023-05-26,P430,Electronics,North America,WH12,993.0,12,S058,28,954,924,Clear,1.28,6
ORD044369,2024-11-06,P195,Automobile,Asia,WH08,504.0,11,S014,7,881,962,Clear,1.27,7
ORD044370,2023-08-26,P198,Automobile,Africa,WH17,531.0,12,S038,7,458,463,Snowy,1.03,8
ORD044371,2024-10-03,P491,Apparel,North America,WH10,287.0,12,S040,23,1195,1115,Clear,1.34,7
ORD044372,2024-03-17,P343,Furniture,Europe,WH18,309.0,3,S074,9,464,283,Stormy,1.19,6
ORD044373,2023-09-22,P291,Automobile,Europe,WH08,816.0,6,S057,28,399,210,Clear,0.98,4
ORD044374,2022-11-10,P463,Automobile,Africa,WH01,457.0,7,S032,25,371,199,Rainy,0.93,8
ORD044375,2023-02-11,P200,Groceries,North America,WH10,731.0,14,S072,25,253,346,Rainy,1.24,9
ORD044376,2022-05-01,P480,Apparel,Africa,WH08,831.0,1,S019,13,585,772,Clear,1.06,7
ORD044377,2023-06-20,P290,Electronics,Africa,WH03,663.0,8,S088,19,558,527,Snowy,1.25,8
ORD044378,2023-01-25,P011,Furniture,Europe,WH14,500.0,6,S021,13,943,1071,Rainy,1.28,4
ORD044379,2022-03-16,P366,Groceries,South America,WH06,836.0,9,S076,16,137,234,Stormy,0.89,6
ORD044380,2023-03-21,P387,Furniture,Asia,WH15,259.0,1,S048,27,708,608,Clear,1.08,3
ORD044381,2025-01-11,P221,Furniture,South America,WH17,636.0,6,S043,6,212,266,Clear,1.02,6
ORD044382,2023-10-23,P010,Electronics,North America,WH06,507.0,5,S094,15,1140,1067,Clear,0.92,7
ORD044383,2023-05-11,P082,Furniture,North America,WH03,271.0,2,S041,29,1035,958,Clear,1.27,4
ORD044384,2024-06-24,P338,Automobile,Africa,WH04,269.0,1,S079,7,448,346,Rainy,1.19,5
ORD044385,2024-10-31,P268,Apparel,South America,WH03,791.0,10,S022,14,630,832,Clear,1.43,0
ORD044386,2024-03-10,P475,Automobile,North America,WH14,913.0,8,S026,24,1198,1249,Stormy,1.31,1
ORD044387,2023-07-03,P374,Groceries,Europe,WH12,487.0,2,S026,24,385,274,Rainy,1.13,0
ORD044388,2022-11-14,P179,Groceries,Asia,WH03,467.0,4,S002,26,473,531,Snowy,1.28,6
ORD044389,2024-02-04,P083,Electronics,Asia,WH14,802.0,13,S068,7,170,5,Stormy,1.28,3
ORD044390,2023-07-15,P233,Furniture,South America,WH08,946.0,12,S049,10,796,745,Rainy,1.32,4
ORD044391,2024-07-14,P353,Groceries,Europe,WH07,433.0,10,S065,17,811,666,Rainy,1.27,3
ORD044392,2024-04-05,P089,Automobile,Asia,WH17,542.0,13,S096,23,1079,1096,Clear,1.09,1
ORD044393,2024-09-27,P108,Electronics,North America,WH14,504.0,3,S071,20,841,986,Clear,1.14,1
ORD044394,2025-01-06,P187,Apparel,North America,WH13,468.0,8,S075,14,166,77,Rainy,0.86,3
ORD044395,2022-10-17,P002,Apparel,South America,WH04,504.0,2,S014,5,617,421,Clear,0.85,7
ORD044396,2024-10-28,P258,Apparel,Europe,WH16,558.0,5,S041,7,1015,968,Clear,0.98,5
ORD044397,2023-01-18,P133,Apparel,Africa,WH10,658.0,11,S006,26,165,105,Clear,1.49,1
ORD044398,2022-04-21,P150,Electronics,Asia,WH02,172.0,6,S016,5,598,794,Stormy,1.04,4
ORD044399,2024-09-04,P417,Furniture,Europe,WH10,29.0,1,S084,11,511,553,Snowy,1.13,0
ORD044400,2025-03-03,P492,Electronics,Asia,WH07,975.0,13,S091,23,1120,1110,Clear,1.1,9
ORD044401,2022-11-02,P325,Automobile,Africa,WH08,96.0,9,S034,18,149,315,Rainy,1.33,6
ORD044402,2023-08-09,P156,Automobile,Asia,WH11,504.0,7,S081,18,1134,1248,Clear,0.83,8
ORD044403,2022-08-11,P442,Furniture,Asia,WH14,719.0,9,S002,23,795,582,Clear,1.08,1
ORD044404,2022-10-15,P142,Apparel,North America,WH04,150.0,11,S057,9,802,807,Rainy,1.15,2
ORD044405,2023-04-17,P104,Groceries,Africa,WH02,504.0,7,S036,5,233,204,Rainy,1.45,3
ORD044406,2025-01-07,P107,Automobile,Asia,WH11,504.0,4,S018,19,201,91,Clear,1.09,3
ORD044407,2022-09-19,P050,Electronics,South America,WH01,370.0,4,S013,7,333,402,Snowy,1.43,7
ORD044408,2024-01-03,P202,Furniture,North America,WH11,504.0,3,S044,29,936,935,Rainy,0.99,0
ORD044409,2022-04-11,P169,Automobile,South America,WH11,38.0,10,S075,27,496,590,Clear,1.35,9
ORD044410,2024-01-20,P143,Groceries,Europe,WH14,449.0,1,S001,6,199,391,Stormy,1.27,3
ORD044411,2022-07-27,P458,Furniture,South America,WH18,504.0,9,S057,29,558,531,Clear,1.39,1
ORD044412,2023-01-13,P324,Electronics,North America,WH07,562.0,5,S062,12,1080,981,Rainy,0.87,1
ORD044413,2023-07-22,P299,Furniture,Africa,WH19,820.0,4,S061,19,224,193,Clear,1.27,4
ORD044414,2024-03-07,P439,Groceries,South America,WH15,504.0,11,S053,18,829,892,Clear,1.26,0
ORD044415,2024-07-21,P305,Groceries,North America,WH11,854.0,3,S041,22,1088,1175,Rainy,1.06,7
ORD044416,2023-04-09,P146,Furniture,Europe,WH08,209.0,1,S023,11,990,1013,Snowy,1.37,6
ORD044417,2025-01-16,P337,Electronics,South America,WH08,679.0,10,S088,28,497,508,Clear,0.98,6
ORD044418,2023-11-03,P095,Apparel,Asia,WH19,16.0,12,S011,5,348,137,Rainy,1.48,6
ORD044419,2024-09-18,P481,Automobile,South America,WH18,504.0,10,S085,20,757,642,Rainy,1.21,2
ORD044420,2024-08-22,P409,Groceries,Africa,WH08,440.0,6,S022,24,292,393,Clear,0.9,8
ORD044421,2022-10-23,P396,Automobile,North America,WH06,716.0,1,S047,28,153,98,Clear,1.28,6
ORD044422,2024-06-19,P439,Electronics,South America,WH16,504.0,7,S050,11,785,868,Clear,0.81,9
ORD044423,2022-12-05,P303,Groceries,Asia,WH13,592.0,2,S026,9,1240,1332,Snowy,1.24,0
ORD044424,2022-11-22,P469,Groceries,Africa,WH07,869.0,5,S048,8,156,100,Clear,0.85,9
ORD044425,2022-09-29,P465,Furniture,Asia,WH02,334.0,2,S080,8,656,762,Stormy,1.34,5
ORD044426,2025-02-26,P084,Furniture,Europe,WH08,677.0,6,S027,9,617,692,Stormy,1.45,7
ORD044427,2024-09-27,P093,Furniture,Asia,WH02,504.0,12,S035,10,1254,1176,Clear,1.29,3
ORD044428,2023-04-25,P067,Automobile,North America,WH01,720.0,11,S050,6,1046,1041,Clear,1.05,3
ORD044429,2023-07-13,P199,Automobile,Africa,WH12,595.0,11,S021,11,652,474,Clear,1.06,9
ORD044430,2024-07-14,P448,Automobile,Europe,WH12,504.0,11,S098,10,308,346,Clear,0.97,0
ORD044431,2023-03-12,P060,Furniture,North America,WH03,504.0,13,S044,17,193,102,Clear,1.24,9
ORD044432,2022-10-12,P353,Apparel,North America,WH19,490.0,4,S012,14,655,637,Clear,1.19,2
ORD044433,2024-02-13,P218,Furniture,North America,WH12,258.0,10,S038,13,622,537,Clear,1.06,6
ORD044434,2024-08-07,P212,Apparel,Europe,WH07,310.0,8,S067,5,451,578,Rainy,1.35,9
ORD044435,2023-11-18,P427,Apparel,Africa,WH01,766.0,14,S081,12,578,537,Clear,1.26,2
ORD044436,2024-09-15,P421,Groceries,Europe,WH08,504.0,8,S042,9,346,230,Rainy,1.16,5
ORD044437,2022-08-04,P160,Automobile,South America,WH10,504.0,9,S038,5,755,662,Clear,1.09,1
ORD044438,2025-03-12,P483,Groceries,North America,WH07,564.0,12,S093,11,414,262,Rainy,1.35,6
ORD044439,2024-10-27,P341,Electronics,North America,WH17,580.0,12,S087,13,1104,974,Clear,1.07,5
ORD044440,2024-07-26,P180,Apparel,North America,WH04,729.0,9,S079,13,252,375,Stormy,1.05,6
ORD044441,2022-05-13,P053,Furniture,North America,WH07,63.0,4,S095,28,136,3,Rainy,1.12,7
ORD044442,2023-08-18,P361,Automobile,South America,WH14,357.0,14,S013,29,344,360,Clear,1.05,4
ORD044443,2023-01-17,P254,Apparel,Africa,WH08,590.0,8,S050,7,476,331,Snowy,1.41,7
ORD044444,2023-02-18,P184,Furniture,Africa,WH06,113.0,14,S039,20,331,537,Clear,1.41,4
ORD044445,2024-08-30,P328,Apparel,North America,WH01,504.0,11,S089,22,364,342,Clear,1.18,1
ORD044446,2024-04-14,P386,Furniture,South America,WH03,966.0,10,S076,25,341,548,Snowy,0.99,6
ORD044447,2022-11-09,P243,Apparel,Europe,WH03,504.0,4,S026,16,691,834,Clear,1.39,2
ORD044448,2022-10-25,P432,Electronics,North America,WH12,203.0,3,S031,14,466,695,Clear,1.33,9
ORD044449,2022-12-18,P016,Furniture,North America,WH12,504.0,1,S091,17,950,1041,Clear,0.96,5
ORD044450,2023-05-17,P347,Furniture,South America,WH02,463.0,14,S021,18,885,997,Clear,1.35,2
ORD044451,2023-04-20,P420,Furniture,Asia,WH09,503.0,11,S030,9,696,614,Clear,1.11,8
ORD044452,2022-04-29,P138,Electronics,South America,WH15,440.0,9,S027,21,472,487,Clear,1.31,8
ORD044453,2023-08-10,P348,Automobile,Africa,WH11,69.0,13,S044,14,210,351,Stormy,0.95,6
ORD044454,2025-01-01,P081,Furniture,Africa,WH19,473.0,9,S094,9,448,264,Clear,1.0,8
ORD044455,2023-01-12,P254,Furniture,North America,WH03,795.0,2,S038,14,915,674,Rainy,1.35,0
ORD044456,2022-08-13,P126,Groceries,South America,WH08,413.0,14,S081,9,180,306,Clear,1.38,8
ORD044457,2023-02-28,P345,Electronics,Europe,WH02,870.0,11,S063,25,915,879,Rainy,1.44,7
ORD044458,2024-02-17,P207,Groceries,South America,WH17,914.0,3,S019,16,294,219,Clear,1.34,5
ORD044459,2022-06-14,P402,Apparel,Europe,WH19,346.0,8,S087,25,547,573,Clear,0.83,0
ORD044460,2022-06-28,P348,Electronics,Africa,WH05,845.0,4,S072,16,339,180,Snowy,0.84,0
ORD044461,2024-03-24,P255,Automobile,South America,WH08,504.0,5,S013,23,204,159,Rainy,1.17,2
ORD044462,2022-07-24,P258,Automobile,Asia,WH15,510.0,5,S058,5,618,709,Clear,1.04,3
ORD044463,2024-04-21,P128,Electronics,Europe,WH19,360.0,10,S013,17,193,400,Clear,1.05,9
ORD044464,2023-06-15,P296,Furniture,South America,WH03,213.0,6,S066,18,418,377,Rainy,1.11,8
ORD044465,2024-08-29,P042,Electronics,South America,WH10,799.0,10,S064,7,194,12,Rainy,0.82,1
ORD044466,2025-01-22,P223,Apparel,South America,WH12,676.0,6,S005,23,111,22,Rainy,1.15,6
ORD044467,2022-11-18,P095,Apparel,Europe,WH15,662.0,14,S091,8,955,1107,Stormy,0.98,0
ORD044468,2022-09-22,P153,Electronics,Africa,WH04,990.0,1,S080,13,257,366,Snowy,1.28,2
ORD044469,2023-10-20,P129,Furniture,North America,WH12,533.0,11,S017,20,216,148,Rainy,0.89,4
ORD044470,2022-08-29,P210,Automobile,Europe,WH01,202.0,6,S096,22,272,120,Clear,1.09,6
ORD044471,2022-09-01,P016,Automobile,South America,WH09,27.0,8,S045,8,702,855,Clear,0.86,4
ORD044472,2023-09-01,P170,Groceries,South America,WH06,840.0,13,S090,10,775,865,Clear,1.26,4
ORD044473,2023-04-26,P165,Electronics,Africa,WH02,802.0,14,S001,24,122,-23,Stormy,1.21,4
ORD044474,2023-07-28,P361,Furniture,Africa,WH05,663.0,3,S017,27,132,329,Clear,1.21,9
ORD044475,2022-06-21,P490,Apparel,South America,WH18,698.0,4,S005,16,612,437,Clear,1.48,5
ORD044476,2024-06-27,P037,Electronics,Africa,WH19,410.0,7,S021,13,441,394,Clear,0.96,2
ORD044477,2025-02-27,P199,Groceries,Africa,WH16,673.0,3,S046,20,80,3,Clear,1.14,1
ORD044478,2022-11-16,P134,Furniture,Asia,WH18,627.0,11,S067,16,768,694,Clear,1.05,4
ORD044479,2024-01-27,P462,Automobile,Asia,WH09,241.0,12,S008,5,617,548,Stormy,1.16,8
ORD044480,2024-02-25,P406,Furniture,Europe,WH04,598.0,4,S036,14,1048,856,Clear,1.33,1
ORD044481,2022-06-29,P370,Furniture,Asia,WH01,890.0,7,S026,7,395,238,Clear,1.36,5
ORD044482,2025-02-18,P351,Automobile,Asia,WH06,916.0,2,S084,18,384,442,Rainy,0.97,0
ORD044483,2024-07-06,P237,Furniture,Europe,WH03,883.0,7,S020,18,913,1043,Clear,1.42,2
ORD044484,2022-04-29,P202,Automobile,Africa,WH16,645.0,8,S045,18,256,228,Snowy,1.07,6
ORD044485,2023-04-14,P174,Apparel,North America,WH11,980.0,14,S094,15,276,382,Clear,1.2,6
ORD044486,2025-03-02,P296,Furniture,Europe,WH02,906.0,8,S060,26,167,205,Rainy,1.1,4
ORD044487,2023-11-20,P310,Apparel,South America,WH04,859.0,4,S097,28,346,328,Rainy,1.35,8
ORD044488,2024-10-19,P046,Electronics,Asia,WH02,131.0,6,S099,26,478,666,Clear,1.07,6
ORD044489,2024-01-17,P420,Electronics,Asia,WH09,854.0,2,S068,6,159,74,Clear,1.45,3
ORD044490,2022-11-06,P119,Automobile,Europe,WH07,268.0,9,S045,26,246,298,Clear,1.23,5
ORD044491,2023-12-03,P297,Automobile,Africa,WH15,953.0,3,S079,17,382,429,Clear,1.28,7
ORD044492,2022-08-31,P230,Groceries,Africa,WH06,281.0,13,S067,5,528,561,Snowy,0.91,3
ORD044493,2024-06-12,P354,Furniture,Asia,WH08,106.0,3,S041,16,440,569,Clear,0.95,5
ORD044494,2023-04-10,P323,Electronics,Africa,WH10,243.0,8,S011,19,256,277,Clear,1.35,5
ORD044495,2023-07-28,P382,Furniture,North America,WH01,553.0,6,S098,22,189,121,Stormy,0.92,5
ORD044496,2022-09-04,P279,Apparel,North America,WH19,865.0,4,S097,12,567,704,Snowy,1.01,6
ORD044497,2023-10-28,P171,Groceries,Europe,WH06,504.0,7,S074,10,585,460,Clear,0.91,2
ORD044498,2022-09-02,P317,Groceries,North America,WH15,680.0,1,S068,10,957,957,Snowy,1.18,6
ORD044499,2024-10-27,P273,Apparel,Asia,WH04,918.0,13,S096,8,1184,1283,Rainy,1.4,1
ORD044500,2024-01-19,P221,Electronics,Europe,WH03,416.0,12,S035,13,1037,1071,Clear,1.49,4
ORD044501,2024-05-31,P193,Groceries,South America,WH17,491.0,7,S002,9,265,160,Clear,1.06,3
ORD044502,2023-11-27,P003,Apparel,Africa,WH17,125.0,7,S026,18,186,302,Clear,1.18,5
ORD044503,2024-03-02,P078,Automobile,South America,WH05,112.0,2,S093,17,149,111,Clear,1.44,3
ORD044504,2023-02-15,P203,Apparel,Europe,WH07,504.0,11,S009,17,256,315,Clear,1.14,4
ORD044505,2025-03-12,P030,Electronics,Europe,WH11,504.0,14,S065,15,895,1059,Clear,1.4,4
ORD044506,2024-10-06,P021,Furniture,South America,WH05,487.0,4,S026,26,397,353,Snowy,1.17,5
ORD044507,2023-03-27,P144,Apparel,North America,WH08,364.0,7,S096,29,622,753,Stormy,1.44,5
ORD044508,2025-01-13,P238,Apparel,Africa,WH09,351.0,4,S043,21,507,370,Clear,1.37,9
ORD044509,2023-05-06,P318,Groceries,North America,WH02,404.0,3,S070,17,690,713,Rainy,0.93,5
ORD044510,2023-02-08,P060,Furniture,Europe,WH10,47.0,12,S029,12,823,948,Clear,0.91,5
ORD044511,2024-11-21,P115,Automobile,North America,WH05,504.0,5,S019,16,240,162,Clear,1.04,7
ORD044512,2022-12-19,P393,Furniture,Asia,WH05,76.0,4,S034,28,410,517,Clear,1.26,3
ORD044513,2024-08-11,P247,Furniture,Europe,WH12,504.0,14,S078,28,876,786,Clear,1.44,9
ORD044514,2023-06-04,P066,Furniture,Asia,WH19,632.0,3,S032,19,534,337,Clear,1.23,5
ORD044515,2024-06-22,P410,Apparel,North America,WH04,215.0,4,S044,22,1197,1326,Clear,0.96,8
ORD044516,2024-03-18,P362,Apparel,South America,WH03,912.0,7,S054,18,485,339,Clear,0.95,3
ORD044517,2025-01-29,P323,Apparel,Africa,WH16,230.0,8,S080,25,155,235,Snowy,1.3,8
ORD044518,2022-09-23,P271,Furniture,South America,WH12,211.0,1,S027,26,397,397,Clear,1.07,6
ORD044519,2024-06-04,P268,Apparel,Europe,WH09,707.0,14,S054,13,605,726,Stormy,1.38,8
ORD044520,2024-10-31,P019,Apparel,Europe,WH14,504.0,4,S015,20,734,899,Clear,1.12,6
ORD044521,2023-05-12,P233,Furniture,Europe,WH13,127.0,12,S077,19,400,290,Clear,1.19,7
ORD044522,2024-02-18,P014,Automobile,North America,WH11,463.0,13,S006,9,1032,1036,Clear,1.3,8
ORD044523,2022-06-13,P143,Apparel,Africa,WH11,286.0,6,S084,26,77,255,Snowy,0.94,2
ORD044524,2023-12-22,P087,Groceries,North America,WH10,603.0,2,S062,14,889,866,Rainy,1.11,1
ORD044525,2024-05-17,P267,Groceries,South America,WH14,235.0,6,S070,12,401,427,Rainy,0.85,2
ORD044526,2024-03-24,P063,Groceries,Africa,WH06,490.0,10,S091,27,282,437,Clear,0.84,8
ORD044527,2022-08-06,P299,Furniture,Europe,WH17,325.0,14,S073,29,199,35,Clear,1.31,7
ORD044528,2023-06-09,P195,Automobile,Asia,WH13,504.0,1,S085,28,344,220,Rainy,1.15,9
ORD044529,2022-11-11,P171,Automobile,North America,WH17,344.0,9,S035,19,144,64,Clear,1.25,2
ORD044530,2025-02-01,P129,Apparel,Asia,WH08,530.0,8,S050,6,325,392,Stormy,1.46,3
ORD044531,2024-04-25,P132,Automobile,South America,WH17,21.0,12,S092,14,627,560,Stormy,1.19,9
ORD044532,2025-03-02,P341,Furniture,Asia,WH15,504.0,3,S018,18,833,789,Clear,1.11,6
ORD044533,2023-07-03,P025,Apparel,South America,WH02,815.0,7,S045,21,553,656,Clear,0.95,3
ORD044534,2022-06-23,P340,Furniture,South America,WH10,473.0,6,S044,27,752,679,Clear,1.18,6
ORD044535,2024-06-01,P074,Groceries,South America,WH09,946.0,12,S037,16,121,52,Snowy,0.81,5
ORD044536,2024-05-13,P210,Furniture,North America,WH03,504.0,12,S014,25,464,400,Clear,0.9,0
ORD044537,2023-12-07,P225,Groceries,Europe,WH10,665.0,9,S083,19,663,790,Clear,1.41,2
ORD044538,2024-08-07,P053,Electronics,South America,WH02,562.0,14,S070,22,712,847,Clear,1.26,0
ORD044539,2023-10-24,P419,Furniture,North America,WH11,303.0,9,S057,12,792,656,Stormy,1.24,8
ORD044540,2022-12-12,P409,Groceries,Asia,WH06,3.0,14,S025,15,310,404,Clear,1.08,2
ORD044541,2024-08-12,P131,Automobile,North America,WH09,566.0,6,S020,13,634,670,Clear,1.17,0
ORD044542,2022-05-11,P435,Apparel,South America,WH19,64.0,1,S023,16,133,3,Rainy,0.93,4
ORD044543,2024-04-11,P178,Electronics,Europe,WH13,288.0,4,S089,17,1027,948,Clear,1.31,6
ORD044544,2024-11-21,P013,Groceries,Asia,WH18,998.0,12,S074,29,426,514,Clear,1.19,9
ORD044545,2024-10-14,P291,Apparel,Africa,WH15,703.0,11,S090,17,406,555,Clear,0.88,1
ORD044546,2023-04-05,P473,Electronics,North America,WH13,504.0,4,S085,26,801,727,Clear,1.35,4
ORD044547,2022-04-28,P439,Groceries,Africa,WH17,504.0,4,S068,23,506,494,Clear,0.98,7
